,News Agency,Tweets Ago,Date,Compound,Positive,Neutral,Negative,Tweet
134,@CBSNews,35,Sat Mar 31 12:03:03 +0000 2018,0.34,0.211,0.0,0.789,Schlitterbahn water park indictments highlight lax state rules https://t.co/UiGkqCPdLb https://t.co/Yftyqutp8i
135,@CBSNews,36,Sat Mar 31 11:51:28 +0000 2018,0.2942,0.232,0.151,0.617,RT @CBSThisMorning: No winners yet... check your #MegaMillions tickets!  https://t.co/CCZ28PLfOa https://t.co/9OQAKtzPdH
136,@CBSNews,37,Sat Mar 31 11:48:03 +0000 2018,0.0,0.0,0.0,1.0,San Francisco police release video of deadly barber shop shooting https://t.co/uu4LTvGoQ6 https://t.co/5EoxQokvNG
137,@CBSNews,38,Sat Mar 31 11:43:00 +0000 2018,0.5423,0.143,0.0,0.857,RT @CBSThisMorning: Nobel Peace Prize-winner @Malala Yousafzai is back in Pakistan for the first time in more than five years. She arrived…
138,@CBSNews,39,Sat Mar 31 11:33:05 +0000 2018,-0.5719,0.0,0.236,0.764,Widespread teacher absences close Kentucky schools amid anger over pension bill https://t.co/cODcEXjXZl https://t.co/1HjqG0POYQ
139,@CBSNews,40,Sat Mar 31 11:30:10 +0000 2018,-0.7506,0.0,0.39,0.61,Autopsy disputing police account of Stephon Clark shooting sparks anger https://t.co/zQVyvPR5sX https://t.co/wZEXbsPu1G
140,@CBSNews,41,Sat Mar 31 11:18:04 +0000 2018,0.4464,0.304,0.0,0.696,Noor Salman verdict: Pulse nightclub gunman's widow not guilty https://t.co/NaxoS2d87Q https://t.co/FyvRp0ysnf
141,@CBSNews,42,Sat Mar 31 11:03:04 +0000 2018,0.3182,0.223,0.0,0.777,"""Huge concern"" about spread of super-resistant gonorrhea https://t.co/1y7J853vfe https://t.co/2HNdL531l2"
142,@CBSNews,43,Sat Mar 31 10:48:03 +0000 2018,-0.5423,0.081,0.27,0.649,"Fired FBI deputy Andrew McCabe raises over $200,000 to pay for legal bills https://t.co/V6vNSYbROo https://t.co/73j2bFJDgb"
143,@CBSNews,44,Sat Mar 31 10:33:04 +0000 2018,-0.6249,0.0,0.291,0.709,America's worst (and best) airports for flying on schedule https://t.co/k2Ap3exo52 https://t.co/suFzGFry3H
144,@CBSNews,45,Sat Mar 31 10:18:03 +0000 2018,0.0,0.0,0.0,1.0,An accountant turned Chicago Blackhawks goalie stars in NHL debut https://t.co/anzlkam5pX https://t.co/ksC1aPs7rd
145,@CBSNews,46,Sat Mar 31 10:03:05 +0000 2018,-0.4588,0.09,0.239,0.672,David Hogg rejects Fox News host Laura Ingraham's apology https://t.co/13S9lJ1yWq https://t.co/pQqo9ptSjC
146,@CBSNews,47,Sat Mar 31 09:48:04 +0000 2018,0.2732,0.139,0.0,0.861,EPA chief Scott Pruitt lived in DC condo connected to energy lobbyist https://t.co/8mAo5ylUVD https://t.co/Rpt0QjkRbh
147,@CBSNews,48,Sat Mar 31 09:33:05 +0000 2018,0.7964,0.474,0.0,0.526,2016 Facebook memo suggests company values growth over user safety https://t.co/Len3WHiqbH https://t.co/FK2RPpq9Ap
148,@CBSNews,49,Sat Mar 31 09:18:03 +0000 2018,0.0,0.0,0.0,1.0,ICE ends automatic release of most pregnant detainees https://t.co/Pe2A0NATZp https://t.co/1EBHWnOn6b
149,@CBSNews,50,Sat Mar 31 09:03:04 +0000 2018,-0.3089,0.0,0.17,0.83,Sacramento home for sale — to anyone who doesn't support Trump https://t.co/ThfjVsHP3I https://t.co/tCn9NR9Pas
150,@CBSNews,51,Sat Mar 31 08:48:03 +0000 2018,-0.296,0.0,0.145,0.855,"Pope Francis did not tell journalist ""there is no hell,"" Vatican says https://t.co/fmdKrVtUks https://t.co/0w9a9Ivghj"
151,@CBSNews,52,Sat Mar 31 08:33:04 +0000 2018,0.0,0.0,0.0,1.0,"Stephon Clark shot multiple times in back, says expert who conducted independent autopsy https://t.co/fWKM2LcR64 https://t.co/0TDGRfIbb1"
152,@CBSNews,53,Sat Mar 31 08:18:03 +0000 2018,-0.8979,0.0,0.648,0.352,Suspected drunk driver kills 3 Las Vegas teens in fiery crash https://t.co/h2jKsBPDkY https://t.co/Pk6xKfA3wO
153,@CBSNews,54,Sat Mar 31 08:03:04 +0000 2018,0.5267,0.306,0.0,0.694,7 devotees nailed to wooden crosses on Good Friday in Philippines https://t.co/f2vqBZacNw https://t.co/dJmHp99EoE
154,@CBSNews,55,Sat Mar 31 07:48:03 +0000 2018,-0.4767,0.0,0.256,0.744,Everything that's going wrong for Facebook right now https://t.co/hcMlUF9aNW https://t.co/FAWDBCz38m
155,@CBSNews,56,Sat Mar 31 07:33:04 +0000 2018,-0.7783,0.0,0.405,0.595,"Starbucks, others must carry cancer warning in California, judge rules https://t.co/s0MVD5l9ep https://t.co/GKtAHKzbCB"
156,@CBSNews,57,Sat Mar 31 07:18:04 +0000 2018,-0.296,0.0,0.155,0.845,New revelations about alleged sex cult leader accused of branding women https://t.co/JEjl3QXAFZ https://t.co/kCNuwdI5Sc
157,@CBSNews,58,Sat Mar 31 07:03:03 +0000 2018,0.4215,0.286,0.0,0.714,Walmart's appeal is gaining among Democrats https://t.co/3qFdbQETpQ https://t.co/S87arXgAbf
158,@CBSNews,59,Sat Mar 31 06:48:03 +0000 2018,-0.0516,0.211,0.296,0.493,"Lindsay Lohan loses ""Grand Theft Auto V"" lawsuit https://t.co/yXsbYXyjmQ https://t.co/fOXllilzQS"
159,@CBSNews,60,Sat Mar 31 06:33:04 +0000 2018,0.25,0.182,0.0,0.818,EPA poised to roll back car pollution rules https://t.co/pbe3gJpQHA https://t.co/mGbWed2luP
160,@CBSNews,61,Sat Mar 31 06:18:04 +0000 2018,-0.296,0.0,0.18,0.82,Body found near highway identified as missing Marine recruit https://t.co/zKy2dO892b https://t.co/xSfoTMZR5x
161,@CBSNews,62,Sat Mar 31 06:03:04 +0000 2018,-0.1027,0.135,0.159,0.706,"Office responsible for vetting Trump appointees plagued by personnel problems, report says https://t.co/hvlik6acz0 https://t.co/x6fKEgI5pv"
162,@CBSNews,63,Sat Mar 31 05:48:04 +0000 2018,-0.0516,0.0,0.085,0.915,Two ISIS fighters from cell known for beheading hostages break their silence https://t.co/Sobj55rums https://t.co/ZLEw7hiXlL
163,@CBSNews,64,Sat Mar 31 05:33:04 +0000 2018,-0.34,0.0,0.179,0.821,Delta landing gear catches fire shortly after landing in Atlanta https://t.co/3HwOuFXOt9 https://t.co/OZHLp07Csa
164,@CBSNews,65,Sat Mar 31 05:18:04 +0000 2018,0.4215,0.189,0.0,0.811,"Grace VanderWaal: The 14-year-old pop star with an ""old soul"" sound https://t.co/3FWueaxVzd https://t.co/UwosfPbfb7"
165,@CBSNews,66,Sat Mar 31 05:03:04 +0000 2018,0.0,0.0,0.0,1.0,Who is invited to the royal wedding? Guest list details emerge https://t.co/4MeL29617Y https://t.co/za3Blh1WPL
166,@CBSNews,67,Sat Mar 31 04:48:04 +0000 2018,0.1779,0.173,0.118,0.709,Concern over Russian ships lurking around vital undersea cables https://t.co/NxDA4il9l1 https://t.co/lYc8wC5dzc
167,@CBSNews,68,Sat Mar 31 04:42:05 +0000 2018,-0.3182,0.0,0.15,0.85,Nortre Dame defeats UConn with buzzer shot with 1 second left in OT https://t.co/l132yyFAkC https://t.co/tWd7KstzNc
168,@CBSNews,69,Sat Mar 31 04:33:05 +0000 2018,-0.4767,0.0,0.22,0.78,"After bodies found in mine, man arrested in teens' deaths https://t.co/hTIMmRReII https://t.co/Fb20Bl7dP5"
169,@CBSNews,70,Sat Mar 31 04:24:05 +0000 2018,0.0,0.0,0.0,1.0,Blizzard-like conditions expected in spring storm slamming northern Plains https://t.co/2SXXcykbJv
170,@CBSNews,71,Sat Mar 31 04:18:04 +0000 2018,0.4464,0.304,0.0,0.696,Noor Salman verdict: Pulse nightclub gunman's widow not guilty https://t.co/BvttDeNfS6 https://t.co/b6ZUsZ3kBp
171,@CBSNews,72,Sat Mar 31 04:03:04 +0000 2018,0.0,0.0,0.0,1.0,"""Holy grail of shipwrecks"": Centuries-old sailing ship found on Florida beach https://t.co/0UFY58eisE https://t.co/JMF8x4Qacg"
172,@CBSNews,73,Sat Mar 31 03:48:04 +0000 2018,0.0,0.0,0.0,1.0,San Francisco police release video of deadly barber shop shooting https://t.co/G1Zyz2PJjB https://t.co/sGOnPAlM08
173,@CBSNews,74,Sat Mar 31 03:33:04 +0000 2018,-0.6486,0.0,0.249,0.751,Youth from famed photo believed among dead as SUV flies off cliff https://t.co/fqbIMzV2zL https://t.co/7LodeTprnW
174,@CBSNews,75,Sat Mar 31 03:18:04 +0000 2018,-0.5719,0.0,0.236,0.764,Widespread teacher absences close Kentucky schools amid anger over pension bill https://t.co/to12qSnaiZ https://t.co/76JKN2TwvI
175,@CBSNews,76,Sat Mar 31 03:10:05 +0000 2018,0.5267,0.274,0.0,0.726,"Mega Millions winning numbers for Friday, March 30 https://t.co/m9iokK8CFi https://t.co/hqlPPeMqDi"
176,@CBSNews,77,Sat Mar 31 03:03:04 +0000 2018,-0.4404,0.0,0.182,0.818,"""She's a monster,"" say parents of boy allegedly molested by teacher Brittany Zamora https://t.co/OcAmEtykUB https://t.co/nGIvOG7UlU"
177,@CBSNews,78,Sat Mar 31 02:30:01 +0000 2018,0.5994,0.29,0.0,0.71,Schlitterbahn water park indictments highlight lax state rules that cover amusement parks https://t.co/lVXiXfw2Lj https://t.co/8s7tZa9jGm
178,@CBSNews,79,Sat Mar 31 02:10:01 +0000 2018,-0.5994,0.084,0.225,0.691,"The Parkland school shooter, charged with killing 17 people, has been getting piles of fan mail while he sits in ja… https://t.co/YG2cMx9bow"
179,@CBSNews,80,Sat Mar 31 01:50:01 +0000 2018,-0.6908,0.0,0.19,0.81,"After Adnan Syed had his murder conviction thrown out for a second time, what's next for the subject of ""Serial,"" t… https://t.co/EaOBJVXtmn"
180,@CBSNews,81,Sat Mar 31 01:30:02 +0000 2018,0.0258,0.068,0.0,0.932,"""Clueless"" actress turned conservative commentator Stacey Dash is backing out of her bid for Congress… https://t.co/UuurjnhpOb"
181,@CBSNews,82,Sat Mar 31 01:10:01 +0000 2018,-0.25,0.114,0.159,0.727,Democratic congresswoman apologizes for not protecting women in her office; they allege being harassed by her forme… https://t.co/5eIM6JH5X1
182,@CBSNews,83,Sat Mar 31 00:50:00 +0000 2018,-0.5859,0.0,0.174,0.826,"While the national average for lead poisoning is about three percent, more than 11 percent of Milwaukee's children… https://t.co/WYojvaMosy"
183,@CBSNews,84,Sat Mar 31 00:30:00 +0000 2018,0.6249,0.221,0.0,0.779,U.S. says it has the support of the U.N. Security Council for a new package of sanctions against North Korea… https://t.co/ZAOjUVAhGo
184,@CBSNews,85,Sat Mar 31 00:10:01 +0000 2018,-0.1531,0.161,0.143,0.696,"David Hogg, a survivor of last month's school shooting in Parkland, Florida, has rejected an apology from Fox News… https://t.co/gW5e7P8pQs"
185,@CBSNews,86,Fri Mar 30 23:50:01 +0000 2018,0.0,0.0,0.0,1.0,"President Trump's unscripted remark this week about pulling out of Syria ""very soon,"" while at odds with his own po… https://t.co/68DddelJOg"
186,@CBSNews,87,Fri Mar 30 23:30:01 +0000 2018,0.3182,0.119,0.0,0.881,A Florida jury deliberated for just over 12 hours before acquitting the widow of the Pulse nightclub shooter… https://t.co/h1tGOOQCIt
187,@CBSNews,88,Fri Mar 30 23:10:01 +0000 2018,-0.9325,0.0,0.467,0.533,"A roadside bomb killed one American and one British soldier Friday, the first U.S. combat death in Syria this year… https://t.co/DqozbJrXCZ"
188,@CBSNews,89,Fri Mar 30 22:57:54 +0000 2018,-0.6597,0.0,0.197,0.803,"One man traveled 6,500 miles to confront the West African man who tried to scam him on the internet -- and then, a… https://t.co/22zQnyfXoV"
189,@CBSNews,90,Fri Mar 30 22:45:38 +0000 2018,0.0,0.0,0.0,1.0,"RT @CBSEveningNews: “The hours that I am putting in, I don't think I can sustain for much longer.” 

Teachers in Kentucky, Arizona and Okla…"
190,@CBSNews,91,Fri Mar 30 22:42:41 +0000 2018,-0.7906,0.0,0.28,0.72,"At least 15 Palestinians were killed, and more than 1,000 wounded fighting Israeli troops along the Gaza border on… https://t.co/vQvZdE2xv5"
191,@CBSNews,92,Fri Mar 30 22:41:31 +0000 2018,-0.7906,0.0,0.269,0.731,RT @CBSEveningNews: At least 15 Palestinians were killed and more than a thousand wounded fighting Israeli troops along the Gaza border. To…
192,@CBSNews,93,Fri Mar 30 22:39:21 +0000 2018,-0.8402,0.0,0.391,0.609,"Neither officer involved in fatal 2016 Alton Sterling shooting will face criminal charges; Officer Blane Salamoni,… https://t.co/57XVFsKtKT"
193,@CBSNews,94,Fri Mar 30 22:35:50 +0000 2018,-0.34,0.0,0.103,0.897,"Attorney Ben Crump: ""The narrative that had been put forth is that they had to open fire because [Clark] was chargi… https://t.co/ZBdRkuN6au"
194,@CBSNews,95,Fri Mar 30 22:34:37 +0000 2018,0.0,0.0,0.0,1.0,The family of Stephon Clark says the results of an autopsy they had done are at odds with the police version of the… https://t.co/6zCLeuj8pM
195,@CBSNews,96,Fri Mar 30 22:30:00 +0000 2018,0.4404,0.112,0.0,0.888,"RT @CBSEveningNews: We’re on the air in the East. @JeffGlor is live from Studio 57 in NYC
Thanks for being with us #OriginalReporting #CBSE…"
196,@CBSNews,97,Fri Mar 30 22:23:24 +0000 2018,0.4767,0.154,0.0,0.846,"NEW: ""Officer Blane Salamoni has been terminated from the Baton Rouge Police Department, effective today,"" police c… https://t.co/AG9jnzFPzn"
197,@CBSNews,98,Fri Mar 30 22:20:01 +0000 2018,0.0,0.0,0.0,1.0,Man who allegedly escaped federal custody -- as he was about to be deported to Senegal -- has been captured by immi… https://t.co/vH2dEThCQM
198,@CBSNews,99,Fri Mar 30 22:10:25 +0000 2018,-0.4939,0.0,0.151,0.849,"""Fear cannot be a driver for an officer's response to every incident,"" Baton Rouge police chief says, addressing po… https://t.co/HDkIBAV3gP"
199,@CBSNews,100,Fri Mar 30 22:08:22 +0000 2018,0.0,0.0,0.0,1.0,"WATCH: ""On the advice of his attorney, Officer Salamoni chose not to answer any of our questions,"" Baton Rouge poli… https://t.co/wzZlIaAKDY"
200,@CNN,1,Sat Mar 31 15:46:54 +0000 2018,0.0,0.0,0.0,1.0,"""Clueless"" star and former Fox News commentator Stacey Dash is withdrawing her congressional bid. The actress and o… https://t.co/UOyZa2qvtf"
201,@CNN,2,Sat Mar 31 15:30:15 +0000 2018,-0.6597,0.0,0.329,0.671,Body camera shows officer threatened to shoot Alton Sterling within seconds https://t.co/g0tu4eBFor https://t.co/5hdQQ0rvOX
202,@CNN,3,Sat Mar 31 15:14:07 +0000 2018,-0.1779,0.0,0.078,0.922,"It took Baton Rouge police Officer Salamoni Blane less than 90 seconds to shoot Alton Sterling, but police took nea… https://t.co/O4m1DNVgLC"
203,@CNN,4,Sat Mar 31 15:00:07 +0000 2018,0.0,0.0,0.0,1.0,UK told to pull more diplomatic staff from Russia https://t.co/MEmRVCZlnD https://t.co/pChK7Vt4td
204,@CNN,5,Sat Mar 31 14:45:09 +0000 2018,0.0,0.0,0.0,1.0,Malala Yousafzai returns to hometown in Pakistan https://t.co/HNwLQvhO8Q https://t.co/5LxTbSobJh
205,@CNN,6,Sat Mar 31 14:30:13 +0000 2018,-0.6361,0.0,0.23,0.77,The UN calls for an inquiry after Gaza's most violent day in 4 years https://t.co/tp4asuFMrj https://t.co/90uWE3qBUv
206,@CNN,7,Sat Mar 31 14:01:06 +0000 2018,0.3612,0.128,0.0,0.872,"Dr. Bennet Omalu, a pioneering pathologist credited with discovering CTE, spoke Friday about the findings of his th… https://t.co/MIqPiRqDbM"
207,@CNN,8,Sat Mar 31 13:31:03 +0000 2018,0.296,0.158,0.0,0.842,Do you dream of escaping to the country and running your own bookstore? There's an Airbnb for that… https://t.co/zZBoaLyoHr
208,@CNN,9,Sat Mar 31 13:01:05 +0000 2018,0.0,0.0,0.0,1.0,"About 2.5% of people who went to the doctor in the week ending March 24 had flu-like symptoms, the CDC says https://t.co/0QDB4nkM4I"
209,@CNN,10,Sat Mar 31 12:31:03 +0000 2018,0.3818,0.217,0.114,0.669,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/NKqMu29Feb"
210,@CNN,11,Sat Mar 31 12:01:02 +0000 2018,0.0,0.0,0.0,1.0,Ethan Sonneborn is 13 and he's running to be the next governor of Vermont https://t.co/650JWWGetD https://t.co/aaBGheaDrO
211,@CNN,12,Sat Mar 31 11:31:00 +0000 2018,0.7717,0.295,0.0,0.705,"Here's how Michael Brown celebrated his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20… https://t.co/3cDsmQDGkc"
212,@CNN,13,Sat Mar 31 11:01:03 +0000 2018,-0.4019,0.0,0.137,0.863,The Utah Jazz's home arena has a sensory-inclusive space for fans with autism spectrum disorder and other intellect… https://t.co/75nNGt4jZl
213,@CNN,14,Sat Mar 31 10:31:03 +0000 2018,-0.34,0.109,0.185,0.707,"President Trump designates April as ""Second Chance Month"" for people with criminal records https://t.co/G3fkyyrVkq https://t.co/oU4lP9Wbfc"
214,@CNN,15,Sat Mar 31 10:01:04 +0000 2018,-0.2023,0.0,0.087,0.913,"Here are some of iOS 11.3's features you should know about:
- You can turn off the controversial iPhone-slowing fea… https://t.co/P1qioImBTL"
215,@CNN,16,Sat Mar 31 09:31:03 +0000 2018,-0.5106,0.059,0.15,0.791,The simple act of getting a haircut can end up being an assault on the senses for some. This barber soothed a child… https://t.co/2S6n5I0J1R
216,@CNN,17,Sat Mar 31 09:01:07 +0000 2018,-0.7351,0.0,0.356,0.644,Will the spate of lawsuits against fringe media stop the flow of conspiracy theories? https://t.co/YXJPGIHq1O https://t.co/a8mp6v54ER
217,@CNN,18,Sat Mar 31 08:31:04 +0000 2018,0.2023,0.096,0.0,0.904,Jim Carrey has been trolling Trump and the GOP with paintings. Here are the top 11 https://t.co/oqAZCMfRq7 https://t.co/PRdrQwQXeL
218,@CNN,19,Sat Mar 31 08:01:02 +0000 2018,0.0,0.0,0.0,1.0,A company donated $29 million in cryptocurrency to cover every single teacher request on a crowdfunding site https://t.co/dV0cPv6Ego
219,@CNN,20,Sat Mar 31 07:31:04 +0000 2018,-0.5859,0.0,0.213,0.787,President Donald Trump has issued a proclamation designating April as National Sexual Assault Awareness month… https://t.co/PiJbQyct7Z
220,@CNN,21,Sat Mar 31 15:46:54 +0000 2018,0.0,0.0,0.0,1.0,"""Clueless"" star and former Fox News commentator Stacey Dash is withdrawing her congressional bid. The actress and o… https://t.co/UOyZa2qvtf"
221,@CNN,22,Sat Mar 31 15:30:15 +0000 2018,-0.6597,0.0,0.329,0.671,Body camera shows officer threatened to shoot Alton Sterling within seconds https://t.co/g0tu4eBFor https://t.co/5hdQQ0rvOX
222,@CNN,23,Sat Mar 31 15:14:07 +0000 2018,-0.1779,0.0,0.078,0.922,"It took Baton Rouge police Officer Salamoni Blane less than 90 seconds to shoot Alton Sterling, but police took nea… https://t.co/O4m1DNVgLC"
223,@CNN,24,Sat Mar 31 15:00:07 +0000 2018,0.0,0.0,0.0,1.0,UK told to pull more diplomatic staff from Russia https://t.co/MEmRVCZlnD https://t.co/pChK7Vt4td
224,@CNN,25,Sat Mar 31 14:45:09 +0000 2018,0.0,0.0,0.0,1.0,Malala Yousafzai returns to hometown in Pakistan https://t.co/HNwLQvhO8Q https://t.co/5LxTbSobJh
225,@CNN,26,Sat Mar 31 14:30:13 +0000 2018,-0.6361,0.0,0.23,0.77,The UN calls for an inquiry after Gaza's most violent day in 4 years https://t.co/tp4asuFMrj https://t.co/90uWE3qBUv
226,@CNN,27,Sat Mar 31 14:01:06 +0000 2018,0.3612,0.128,0.0,0.872,"Dr. Bennet Omalu, a pioneering pathologist credited with discovering CTE, spoke Friday about the findings of his th… https://t.co/MIqPiRqDbM"
227,@CNN,28,Sat Mar 31 13:31:03 +0000 2018,0.296,0.158,0.0,0.842,Do you dream of escaping to the country and running your own bookstore? There's an Airbnb for that… https://t.co/zZBoaLyoHr
228,@CNN,29,Sat Mar 31 13:01:05 +0000 2018,0.0,0.0,0.0,1.0,"About 2.5% of people who went to the doctor in the week ending March 24 had flu-like symptoms, the CDC says https://t.co/0QDB4nkM4I"
229,@CNN,30,Sat Mar 31 12:31:03 +0000 2018,0.3818,0.217,0.114,0.669,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/NKqMu29Feb"
230,@CNN,31,Sat Mar 31 12:01:02 +0000 2018,0.0,0.0,0.0,1.0,Ethan Sonneborn is 13 and he's running to be the next governor of Vermont https://t.co/650JWWGetD https://t.co/aaBGheaDrO
231,@CNN,32,Sat Mar 31 11:31:00 +0000 2018,0.7717,0.295,0.0,0.705,"Here's how Michael Brown celebrated his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20… https://t.co/3cDsmQDGkc"
232,@CNN,33,Sat Mar 31 11:01:03 +0000 2018,-0.4019,0.0,0.137,0.863,The Utah Jazz's home arena has a sensory-inclusive space for fans with autism spectrum disorder and other intellect… https://t.co/75nNGt4jZl
233,@CNN,34,Sat Mar 31 10:31:03 +0000 2018,-0.34,0.109,0.185,0.707,"President Trump designates April as ""Second Chance Month"" for people with criminal records https://t.co/G3fkyyrVkq https://t.co/oU4lP9Wbfc"
234,@CNN,35,Sat Mar 31 10:01:04 +0000 2018,-0.2023,0.0,0.087,0.913,"Here are some of iOS 11.3's features you should know about:
- You can turn off the controversial iPhone-slowing fea… https://t.co/P1qioImBTL"
235,@CNN,36,Sat Mar 31 09:31:03 +0000 2018,-0.5106,0.059,0.15,0.791,The simple act of getting a haircut can end up being an assault on the senses for some. This barber soothed a child… https://t.co/2S6n5I0J1R
236,@CNN,37,Sat Mar 31 09:01:07 +0000 2018,-0.7351,0.0,0.356,0.644,Will the spate of lawsuits against fringe media stop the flow of conspiracy theories? https://t.co/YXJPGIHq1O https://t.co/a8mp6v54ER
237,@CNN,38,Sat Mar 31 08:31:04 +0000 2018,0.2023,0.096,0.0,0.904,Jim Carrey has been trolling Trump and the GOP with paintings. Here are the top 11 https://t.co/oqAZCMfRq7 https://t.co/PRdrQwQXeL
238,@CNN,39,Sat Mar 31 08:01:02 +0000 2018,0.0,0.0,0.0,1.0,A company donated $29 million in cryptocurrency to cover every single teacher request on a crowdfunding site https://t.co/dV0cPv6Ego
239,@CNN,40,Sat Mar 31 07:31:04 +0000 2018,-0.5859,0.0,0.213,0.787,President Donald Trump has issued a proclamation designating April as National Sexual Assault Awareness month… https://t.co/PiJbQyct7Z
240,@CNN,41,Sat Mar 31 07:01:02 +0000 2018,-0.4019,0.0,0.114,0.886,"If you stand inside the world's quietest room for long enough, you start to hear your heartbeat. Then you lose your… https://t.co/Kk3gi0xins"
241,@CNN,42,Sat Mar 31 06:45:18 +0000 2018,0.6369,0.167,0.0,0.833,JFK had a legendary love life. Did one of his affairs connect him with the mob? #TheKennedys Sunday at 9p on CNN. https://t.co/qoGELhh4m1
242,@CNN,43,Sat Mar 31 06:31:05 +0000 2018,-0.5267,0.091,0.238,0.671,Exclusive: On board the 'Doomsday' plane that can wage nuclear war https://t.co/fmev2gMTFU https://t.co/1krpyJOuSU
243,@CNN,44,Sat Mar 31 06:01:37 +0000 2018,0.0,0.0,0.0,1.0,A rare look inside North Korean leader Kim Jong Un's armored train https://t.co/3jJ0Z6Em3X https://t.co/hzfxZShM9N
244,@CNN,45,Sat Mar 31 05:46:07 +0000 2018,0.6369,0.318,0.0,0.682,The best travel photos of 2018 (so far) https://t.co/f7oG0f6gNu https://t.co/NwnB53lDWW
245,@CNN,46,Sat Mar 31 05:31:04 +0000 2018,0.6808,0.219,0.0,0.781,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/8n7sRF58Qc
246,@CNN,47,Sat Mar 31 05:16:00 +0000 2018,0.0,0.0,0.0,1.0,He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft.… https://t.co/skk1lgAN0W
247,@CNN,48,Sat Mar 31 05:01:04 +0000 2018,0.3818,0.217,0.114,0.669,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/kHUdQ6ZEhr"
248,@CNN,49,Sat Mar 31 04:31:05 +0000 2018,0.4404,0.153,0.0,0.847,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/ByWMuyNNrU https://t.co/2HETOC1giC
249,@CNN,50,Sat Mar 31 04:16:00 +0000 2018,0.2732,0.1,0.0,0.9,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/PDc0nZA1n5"
250,@CNN,51,Sat Mar 31 04:16:00 +0000 2018,0.0,0.0,0.0,1.0,"Would you ride in this ""Roseanne"" car? A New York City subway train car was transformed to resemble Roseanne's livi… https://t.co/jn8FRusjFB"
251,@CNN,52,Sat Mar 31 04:02:20 +0000 2018,0.6369,0.301,0.089,0.61,"This curious cheetah hopped into a car on a safari trip. Thankfully, everyone remained calm, and no one was hurt… https://t.co/q0l42J3hzo"
252,@CNN,53,Sat Mar 31 03:45:16 +0000 2018,0.0,0.0,0.0,1.0,"From revolution to reform, how did the Vatican respond to the splintering of a once universal Catholic church?… https://t.co/tYpjnWu1vS"
253,@CNN,54,Sat Mar 31 03:31:01 +0000 2018,0.3612,0.128,0.0,0.872,"Dr. Bennet Omalu, a pioneering pathologist credited with discovering CTE, spoke Friday about the findings of his th… https://t.co/MYDJGw3Wvv"
254,@CNN,55,Sat Mar 31 03:16:02 +0000 2018,0.0,0.0,0.0,1.0,Ethan Sonneborn is 13 and he's running to be the next governor of Vermont https://t.co/aNi6zLG7st https://t.co/S5nfZMvWap
255,@CNN,56,Sat Mar 31 03:06:02 +0000 2018,0.34,0.118,0.0,0.882,The White House office that vets appointees is inexperienced and understaffed -- and aides played a drinking game i… https://t.co/Kk1Vx3KkaL
256,@CNN,57,Sat Mar 31 03:01:02 +0000 2018,-0.5859,0.0,0.186,0.814,"To critics who say she should ""go away"" after losing to Trump, Hillary Clinton says, ""they never said that to any m… https://t.co/C4BluiJ1DU"
257,@CNN,58,Sat Mar 31 02:58:30 +0000 2018,0.0,0.0,0.0,1.0,RT @CNNTonight: Rep. Ted Lieu says US Attorney General Jeff Sessions made the right call in appointing a prosecutor to investigate claims o…
258,@CNN,59,Sat Mar 31 02:46:06 +0000 2018,0.3182,0.113,0.0,0.887,An official with the US Immigration and Customs Enforcement office in San Francisco apologized for posting an image… https://t.co/kjCGRIXtEJ
259,@CNN,60,Sat Mar 31 02:31:09 +0000 2018,-0.0258,0.132,0.137,0.731,Mississippi State is heading to the NCAA women's national championship game after beating Louisville 73-63 in overt… https://t.co/6AjYA3iWuq
260,@CNN,61,Sat Mar 31 02:24:33 +0000 2018,0.0,0.0,0.0,1.0,Is India distancing itself from the Tibetan exile community six decades after the Dalai Lama fled to the country?… https://t.co/ZMPZV96hPG
261,@CNN,62,Sat Mar 31 02:13:36 +0000 2018,0.0,0.0,0.0,1.0,Google's Clips camera automates aspects of the picture-taking process. But can it replace photographers with an alg… https://t.co/mU5I2iTH6G
262,@CNN,63,Sat Mar 31 02:03:28 +0000 2018,-0.5859,0.0,0.186,0.814,"""When the fire alarm went off in my gym the other morning, barely anyone paid attention. ... Many of us are equally… https://t.co/RR9qfL7SoF"
263,@CNN,64,Sat Mar 31 01:53:43 +0000 2018,-0.3182,0.0,0.103,0.897,"""What is odd and unprecedented is to have your daughter, your son-in-law, your pilot, your physician - you can go d… https://t.co/pvsnU5lzf4"
