,News Agency,Tweets Ago,Date,Compound,Positive,Neutral,Negative,Tweet
264,@CNN,65,Sat Mar 31 01:53:17 +0000 2018,-0.4003,0.0,0.137,0.863,"""Holy hazelnut mocha! California may now be placing a warning label on coffee,"" writes David Wheeler via @CNNOpinion https://t.co/8NtGC9w49U"
265,@CNN,66,Sat Mar 31 01:52:26 +0000 2018,-0.34,0.0,0.103,0.897,"RT @OutFrontCNN: ""His misuse of taxpayer dollars over and over again is really what's concerning...I think he should resign. If he doesn't…"
266,@CNN,67,Sat Mar 31 01:48:59 +0000 2018,0.296,0.104,0.0,0.896,Dennis Rodman weighs in on the prospect of a meeting between US President Donald Trump and North Korean leader Kim… https://t.co/lZuOx6IGW1
267,@CNN,68,Sat Mar 31 01:43:14 +0000 2018,0.5367,0.126,0.0,0.874,"RT @AC360: ""He simply is not qualified to take on one of the most complicated health care management jobs in the world."" - Norman Eisen on…"
268,@CNN,69,Sat Mar 31 01:42:53 +0000 2018,0.4215,0.167,0.0,0.833,"President Trump likes ""Roseanne?"" Of course he does | By Dean Obeidallah via @CNNOpinion https://t.co/kctMHQG3a9 https://t.co/1ik8vALq8E"
269,@CNN,70,Sat Mar 31 01:38:05 +0000 2018,-0.3818,0.0,0.14,0.86,"""Our fight can be any woman's fight."" Brazilian sports journalists may be having their #MeToo moment https://t.co/cQGYzfkVeU"
270,@CNN,71,Sat Mar 31 01:27:52 +0000 2018,0.0,0.0,0.0,1.0,A federal judge has ruled against the Trump administration -- for now -- in a case brought by lawyers for pregnant… https://t.co/CM7Uav1f6b
271,@CNN,72,Sat Mar 31 01:12:38 +0000 2018,0.7717,0.283,0.0,0.717,"Michael Brown celebrates his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20 of the best… https://t.co/mEQLTx8ozD"
272,@CNN,73,Sat Mar 31 01:06:33 +0000 2018,0.0,0.0,0.0,1.0,Former Obama administration Attorney General Eric Holder said he will make a decision on running for president in 2… https://t.co/fBlctwq6NT
273,@CNN,74,Sat Mar 31 00:55:17 +0000 2018,-0.34,0.0,0.107,0.893,The internal FBI report that served as grounds for the firing of FBI Deputy Director Andrew McCabe includes key tes… https://t.co/owthxm1Qop
274,@CNN,75,Sat Mar 31 00:44:38 +0000 2018,-0.6249,0.0,0.204,0.796,Could this be a sign of change in the police shooting crisis? | By Roxanne Jones via @CNNOpinion… https://t.co/102nyMqSop
275,@CNN,76,Sat Mar 31 00:34:05 +0000 2018,0.0,0.0,0.0,1.0,Former California governor and film star Arnold Schwarzenegger had open-heart surgery in California to replace a fa… https://t.co/ilWRCPSyuH
276,@CNN,77,Sat Mar 31 00:22:11 +0000 2018,0.6808,0.219,0.0,0.781,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/70VGFaqbhE
277,@CNN,78,Sat Mar 31 00:12:33 +0000 2018,0.4215,0.123,0.0,0.877,"US Ambassador to the United Nations Nikki Haley gave Karen Pierce, the UK's first female ambassador to the UN, a wa… https://t.co/UKHHdYFnCv"
278,@CNN,79,Sat Mar 31 00:11:53 +0000 2018,-0.7783,0.0,0.43,0.57,Coffee may come with a cancer warning label in California https://t.co/BHrE6r8LnS https://t.co/YOVgknEY8c
279,@CNN,80,Fri Mar 30 23:56:00 +0000 2018,-0.5267,0.091,0.238,0.671,Exclusive: On board the 'Doomsday' plane that can wage nuclear war https://t.co/lwvbG4vTJo https://t.co/3OYg8dnklf
280,@CNN,81,Fri Mar 30 23:50:58 +0000 2018,-0.34,0.109,0.185,0.707,"President Trump designates April as ""Second Chance Month"" for people with criminal records https://t.co/7d7tzIidZK https://t.co/OVthlIfV8Q"
281,@CNN,82,Fri Mar 30 23:35:26 +0000 2018,0.0,0.0,0.0,1.0,"The attorneys for the family of Alton Sterling are speaking in Baton Rouge, Louisiana, following the police press c… https://t.co/p8AJCD4fPj"
282,@CNN,83,Fri Mar 30 23:28:39 +0000 2018,-0.5267,0.0,0.152,0.848,"The White House is frustrated with the EPA's Scott Pruitt, the already embattled Cabinet secretary who is under scr… https://t.co/Bk5ioNiNhA"
283,@CNN,84,Fri Mar 30 23:13:26 +0000 2018,-0.5859,0.0,0.213,0.787,President Donald Trump has issued a proclamation designating April as National Sexual Assault Awareness month… https://t.co/kJLTw5PY4D
284,@CNN,85,Fri Mar 30 23:08:07 +0000 2018,0.25,0.125,0.0,0.875,How Steve Bannon used Cambridge Analytica to further his alt-right vision for America https://t.co/iB1mHKZT7z https://t.co/uY8u1AbqFj
285,@CNN,86,Fri Mar 30 22:55:25 +0000 2018,0.2023,0.096,0.0,0.904,Jim Carrey has been trolling Trump and the GOP with paintings. Here are the top 11 https://t.co/MHqgAuAyf7 https://t.co/L2Zlql8mD2
286,@CNN,87,Fri Mar 30 22:36:22 +0000 2018,0.0,0.0,0.0,1.0,"Walmart is in the early stages of talks to buy the health insurance giant Humana, according to a Wall Street Journa… https://t.co/VIggyj5nji"
287,@CNN,88,Fri Mar 30 22:29:51 +0000 2018,-0.5423,0.0,0.156,0.844,"BREAKING: Baton Rouge Police Officer Blane Salamoni, one of two officers involved in the fatal shooting of Alton St… https://t.co/F9u1UNG5x2"
288,@CNN,89,Fri Mar 30 22:20:42 +0000 2018,0.0,0.0,0.0,1.0,David Shulkin wants to tell his side of the story -- and he's speaking out everywhere https://t.co/RCkHV2SPjX https://t.co/75xGMw1eIH
289,@CNN,90,Fri Mar 30 22:14:15 +0000 2018,-0.5423,0.0,0.156,0.844,"Baton Rouge Police Officer Blane Salamoni, one of two officers involved in the fatal shooting of Alton Sterling, wi… https://t.co/sgYOZYRKAp"
290,@CNN,91,Fri Mar 30 22:09:57 +0000 2018,-0.7351,0.0,0.356,0.644,Will the spate of lawsuits against fringe media stop the flow of conspiracy theories? https://t.co/jzCSTqu115 https://t.co/PPTPB1a3Wa
291,@CNN,92,Fri Mar 30 21:59:14 +0000 2018,-0.5106,0.059,0.15,0.791,The simple act of getting a haircut can end up being an assault on the senses for some. This barber soothed a child… https://t.co/VdVwpyVLve
292,@CNN,93,Fri Mar 30 21:48:06 +0000 2018,0.0,0.0,0.0,1.0,"Four videos recorded the night an officer shot Alton Sterling in 2016 were released by Baton Rouge police.

The rec… https://t.co/SHRcuSe7iY"
293,@CNN,94,Fri Mar 30 21:38:54 +0000 2018,0.3612,0.128,0.0,0.872,"Dr. Bennet Omalu, a pioneering pathologist credited with discovering CTE, spoke Friday about the findings of his th… https://t.co/vDPqMjycHB"
294,@CNN,95,Fri Mar 30 21:32:54 +0000 2018,0.0,0.0,0.0,1.0,"RT @CNNSitRoom: ""I have the patience to wait until Mueller and his professionals come back with a recommendation of what in fact happened,""…"
295,@CNN,96,Fri Mar 30 21:28:29 +0000 2018,0.1027,0.15,0.128,0.722,"Venezuelans lack Communion wafers this Easter, so a Colombian church stepped in to help https://t.co/cXY7l1pnyi https://t.co/PYzmm3cQQK"
296,@CNN,97,Fri Mar 30 21:17:31 +0000 2018,-0.296,0.103,0.153,0.744,"These days, politics is about what you hate as much as what you like | Analysis by CNN's Sam Petulla… https://t.co/2ua2J9y2TQ"
297,@CNN,98,Fri Mar 30 21:15:24 +0000 2018,-0.1027,0.113,0.172,0.714,The FBI detained and questioned Trump ally Ted Malloch this week as part of special counsel Robert Mueller's invest… https://t.co/OTRZuunDYS
298,@CNN,99,Fri Mar 30 21:09:08 +0000 2018,-0.4767,0.0,0.17,0.83,The FBI this week detained and questioned Ted Malloch -- who says he was an informal Trump campaign adviser in 2016… https://t.co/4ETAWMHGuL
299,@CNN,100,Fri Mar 30 21:01:16 +0000 2018,0.1779,0.098,0.065,0.837,"Fifty years ago, on the last day of March, President Lyndon Johnson stunned the nation with a surprise decision not… https://t.co/ri5ZsyJH7I"
300,@FoxNews,1,Sat Mar 31 15:56:01 +0000 2018,0.0,0.0,0.0,1.0,Chrissy Teigen 'grew up' with 'Roseanne' but says she will not watch reboot https://t.co/pthlGFnWQH
301,@FoxNews,2,Sat Mar 31 15:47:23 +0000 2018,0.0,0.0,0.0,1.0,".@RepGoodlatte: ""We really think this should be an investigation outside of the Department of Justice."" https://t.co/wO8RXpx1a3"
302,@FoxNews,3,Sat Mar 31 15:35:47 +0000 2018,-0.743,0.0,0.344,0.656,Footage shows Texas man pointing gun at officer before being shot to death https://t.co/bLbK9DlfL8
303,@FoxNews,4,Sat Mar 31 15:33:17 +0000 2018,0.0,0.0,0.0,1.0,Black Bear Wakes from Hibernation in Glacier National Park https://t.co/uhQwtXmuem
304,@FoxNews,5,Sat Mar 31 15:31:43 +0000 2018,-0.7003,0.115,0.365,0.521,"CA @JerryBrownGov pardons five criminal illegal aliens; @PeteHegseth, @HuntsmanAbby, and @edhenry discuss.… https://t.co/MbXM3DzSbH"
305,@FoxNews,6,Sat Mar 31 15:25:00 +0000 2018,0.0,0.0,0.0,1.0,'America's Never Been Great': Student Records Teacher Saying @realDonaldTrump 'MAGA' Slogan Trying to Bring Back Se… https://t.co/wiMi9XhKIs
306,@FoxNews,7,Sat Mar 31 15:23:34 +0000 2018,0.296,0.155,0.0,0.845,.@THEHermanCain: @washingtonpost Admits President @realDonaldTrump's Economic Policies Are Working; Not Telling Ful… https://t.co/DdHbE7k3Pu
307,@FoxNews,8,Sat Mar 31 15:14:37 +0000 2018,0.0,0.0,0.0,1.0,"Stacey Dash drops congressional seat bid, slams 'Plantation Politics' https://t.co/pqmoaoErol"
308,@FoxNews,9,Sat Mar 31 15:03:25 +0000 2018,-0.25,0.0,0.095,0.905,".@dbongino: ""You don't send [your children] to school for propaganda. You send them to school for learning. This wh… https://t.co/asbw7i3ENc"
309,@FoxNews,10,Sat Mar 31 14:51:53 +0000 2018,0.8885,0.469,0.0,0.531,".@RepJohnYarmuth: ""We're perfectly in favor of giving middle income Americans a break, and we're all supportive of… https://t.co/vhggRComjt"
310,@FoxNews,11,Sat Mar 31 14:47:29 +0000 2018,0.0,0.0,0.0,1.0,Fox News Poll: Vote for Congress in your district. https://t.co/gUwpB1XvA6
311,@FoxNews,12,Sat Mar 31 14:41:18 +0000 2018,0.0,0.0,0.0,1.0,".@SimonettiLauren: ""There's the whole interior of the country that might not see things as liberal New York and Cal… https://t.co/2hh95XZEHk"
312,@FoxNews,13,Sat Mar 31 14:40:30 +0000 2018,0.0258,0.078,0.0,0.922,".@NelsonforOC: ""It's unconstitutional to prevent law enforcement officers from appropriately communicating with the… https://t.co/TKY1CDEKka"
313,@FoxNews,14,Sat Mar 31 14:35:48 +0000 2018,-0.5095,0.0,0.141,0.859,".@KatTimpf: ""It's very offensive to suggest that these millions of American women who voted for Trump only did so b… https://t.co/vKknqoDyaO"
314,@FoxNews,15,Sat Mar 31 14:30:40 +0000 2018,0.4019,0.231,0.0,0.769,Trump rips California governor for pardoning ex-cons facing deportation https://t.co/ylWu7LJnfa
315,@FoxNews,16,Sat Mar 31 14:26:39 +0000 2018,0.0,0.0,0.0,1.0,".@RepDaveBrat: ""The new appointment isn't sufficient. He reports to Rosenstein and Rosenstein is in the middle of t… https://t.co/OVf047VTg8"
316,@FoxNews,17,Sat Mar 31 14:22:43 +0000 2018,-0.0516,0.0,0.091,0.909,Sacramento nurse placed on leave after post saying Stephon Clark 'deserved it' https://t.co/Vpbzakm40r
317,@FoxNews,18,Sat Mar 31 14:10:48 +0000 2018,0.7906,0.333,0.0,0.667,Dennis Rodman: I hope Kim Jong Un wears a 'Make America Great Again' hat after meeting Trump https://t.co/HeqJq2l6Nn
318,@FoxNews,19,Sat Mar 31 13:51:28 +0000 2018,0.34,0.167,0.0,0.833,"Sheriff Mark Dannels: ""We need to have a secure border in this country."" https://t.co/ygwTEkV453"
319,@FoxNews,20,Sat Mar 31 13:41:42 +0000 2018,0.1779,0.237,0.187,0.576,Pilot kisses ground after emergency landing in Florida https://t.co/YvYHKYRUio https://t.co/uYQXa9sETi
320,@FoxNews,21,Sat Mar 31 15:56:01 +0000 2018,0.0,0.0,0.0,1.0,Chrissy Teigen 'grew up' with 'Roseanne' but says she will not watch reboot https://t.co/pthlGFnWQH
321,@FoxNews,22,Sat Mar 31 15:47:23 +0000 2018,0.0,0.0,0.0,1.0,".@RepGoodlatte: ""We really think this should be an investigation outside of the Department of Justice."" https://t.co/wO8RXpx1a3"
322,@FoxNews,23,Sat Mar 31 15:35:47 +0000 2018,-0.743,0.0,0.344,0.656,Footage shows Texas man pointing gun at officer before being shot to death https://t.co/bLbK9DlfL8
323,@FoxNews,24,Sat Mar 31 15:33:17 +0000 2018,0.0,0.0,0.0,1.0,Black Bear Wakes from Hibernation in Glacier National Park https://t.co/uhQwtXmuem
324,@FoxNews,25,Sat Mar 31 15:31:43 +0000 2018,-0.7003,0.115,0.365,0.521,"CA @JerryBrownGov pardons five criminal illegal aliens; @PeteHegseth, @HuntsmanAbby, and @edhenry discuss.… https://t.co/MbXM3DzSbH"
325,@FoxNews,26,Sat Mar 31 15:25:00 +0000 2018,0.0,0.0,0.0,1.0,'America's Never Been Great': Student Records Teacher Saying @realDonaldTrump 'MAGA' Slogan Trying to Bring Back Se… https://t.co/wiMi9XhKIs
326,@FoxNews,27,Sat Mar 31 15:23:34 +0000 2018,0.296,0.155,0.0,0.845,.@THEHermanCain: @washingtonpost Admits President @realDonaldTrump's Economic Policies Are Working; Not Telling Ful… https://t.co/DdHbE7k3Pu
327,@FoxNews,28,Sat Mar 31 15:14:37 +0000 2018,0.0,0.0,0.0,1.0,"Stacey Dash drops congressional seat bid, slams 'Plantation Politics' https://t.co/pqmoaoErol"
328,@FoxNews,29,Sat Mar 31 15:03:25 +0000 2018,-0.25,0.0,0.095,0.905,".@dbongino: ""You don't send [your children] to school for propaganda. You send them to school for learning. This wh… https://t.co/asbw7i3ENc"
329,@FoxNews,30,Sat Mar 31 14:51:53 +0000 2018,0.8885,0.469,0.0,0.531,".@RepJohnYarmuth: ""We're perfectly in favor of giving middle income Americans a break, and we're all supportive of… https://t.co/vhggRComjt"
330,@FoxNews,31,Sat Mar 31 14:47:29 +0000 2018,0.0,0.0,0.0,1.0,Fox News Poll: Vote for Congress in your district. https://t.co/gUwpB1XvA6
331,@FoxNews,32,Sat Mar 31 14:41:18 +0000 2018,0.0,0.0,0.0,1.0,".@SimonettiLauren: ""There's the whole interior of the country that might not see things as liberal New York and Cal… https://t.co/2hh95XZEHk"
332,@FoxNews,33,Sat Mar 31 14:40:30 +0000 2018,0.0258,0.078,0.0,0.922,".@NelsonforOC: ""It's unconstitutional to prevent law enforcement officers from appropriately communicating with the… https://t.co/TKY1CDEKka"
333,@FoxNews,34,Sat Mar 31 14:35:48 +0000 2018,-0.5095,0.0,0.141,0.859,".@KatTimpf: ""It's very offensive to suggest that these millions of American women who voted for Trump only did so b… https://t.co/vKknqoDyaO"
334,@FoxNews,35,Sat Mar 31 14:30:40 +0000 2018,0.4019,0.231,0.0,0.769,Trump rips California governor for pardoning ex-cons facing deportation https://t.co/ylWu7LJnfa
335,@FoxNews,36,Sat Mar 31 14:26:39 +0000 2018,0.0,0.0,0.0,1.0,".@RepDaveBrat: ""The new appointment isn't sufficient. He reports to Rosenstein and Rosenstein is in the middle of t… https://t.co/OVf047VTg8"
336,@FoxNews,37,Sat Mar 31 14:22:43 +0000 2018,-0.0516,0.0,0.091,0.909,Sacramento nurse placed on leave after post saying Stephon Clark 'deserved it' https://t.co/Vpbzakm40r
337,@FoxNews,38,Sat Mar 31 14:10:48 +0000 2018,0.7906,0.333,0.0,0.667,Dennis Rodman: I hope Kim Jong Un wears a 'Make America Great Again' hat after meeting Trump https://t.co/HeqJq2l6Nn
338,@FoxNews,39,Sat Mar 31 13:51:28 +0000 2018,0.34,0.167,0.0,0.833,"Sheriff Mark Dannels: ""We need to have a secure border in this country."" https://t.co/ygwTEkV453"
339,@FoxNews,40,Sat Mar 31 13:41:42 +0000 2018,0.1779,0.237,0.187,0.576,Pilot kisses ground after emergency landing in Florida https://t.co/YvYHKYRUio https://t.co/uYQXa9sETi
340,@FoxNews,41,Sat Mar 31 13:39:28 +0000 2018,-0.119,0.255,0.228,0.517,"Cancer experts say coffee is safe, despite California's new warning label requirement https://t.co/vyDXsUV9RA"
341,@FoxNews,42,Sat Mar 31 13:27:40 +0000 2018,-0.8658,0.0,0.519,0.481,Pippa Middleton's father-in-law arrested and charged with raping a child in 1990s https://t.co/dgH1580iMX
342,@FoxNews,43,Sat Mar 31 13:24:09 +0000 2018,-0.25,0.0,0.133,0.867,.@THEHermanCain: “Amazon should be left alone and let the market determine their fate.” https://t.co/TudlPPFMGE
343,@FoxNews,44,Sat Mar 31 13:22:43 +0000 2018,0.296,0.216,0.0,0.784,.@THEHermanCain: “[@realDonaldTrump’s] policies are helping the entire country.” https://t.co/Q1gTMr4ptP
344,@FoxNews,45,Sat Mar 31 13:02:20 +0000 2018,0.0,0.0,0.0,1.0,Harvard scrubs 'Puritans' from alma mater because it is not 'inclusive' https://t.co/SmlcqGbRAT
345,@FoxNews,46,Sat Mar 31 12:59:37 +0000 2018,0.5267,0.195,0.0,0.805,.@realDonaldTrump Answers Boy Seeking Kidney for Father: 'You're a Brave Young Man With a Big Heart' https://t.co/gmrYeH1v2x
346,@FoxNews,47,Sat Mar 31 12:55:49 +0000 2018,0.1779,0.254,0.0,0.746,Army considers tougher basic training https://t.co/L5vvCo0ill
347,@FoxNews,48,Sat Mar 31 12:52:14 +0000 2018,0.1901,0.077,0.0,0.923,.@dbongino: “You should thank the lord every single day. You not only live in America but you live in America right… https://t.co/gWxCq38sDq
348,@FoxNews,49,Sat Mar 31 12:41:55 +0000 2018,0.0,0.0,0.0,1.0,Woman gets 5 years for illegally voting in 2016 presidential election https://t.co/96eyVkd2Wf
349,@FoxNews,50,Sat Mar 31 12:22:18 +0000 2018,0.0,0.0,0.0,1.0,Peggy Grande: “We see a president who is unafraid to make change and that’s what he’s doing. Ronald Reagan did the… https://t.co/vGwtFKd8h6
350,@FoxNews,51,Sat Mar 31 12:18:31 +0000 2018,0.6739,0.211,0.0,0.789,"PURE JOY: A wheelchair swing was recently installed in a Fort Smith, Arkansas, park, and this young boy's reaction… https://t.co/7Ny3ubzH6O"
351,@FoxNews,52,Sat Mar 31 12:15:12 +0000 2018,-0.1027,0.0,0.104,0.896,"Trump freezing Syria funds in signal of US pullback, report says https://t.co/n1eJDQHeBY https://t.co/L5G64DExec"
352,@FoxNews,53,Sat Mar 31 12:10:22 +0000 2018,-0.2732,0.0,0.123,0.877,"Two boys tried to steal pizza delivery car but could not drive stick, cops say https://t.co/gJ0MQYHDXV"
353,@FoxNews,54,Sat Mar 31 12:02:56 +0000 2018,-0.8807,0.0,0.593,0.407,"Six MS-13 members facing murder, conspiracy charges, authorities say https://t.co/dVlcZLukdv"
354,@FoxNews,55,Sat Mar 31 11:57:41 +0000 2018,-0.3818,0.124,0.192,0.684,Texas restaurant donates Friday profits to family of teen killed in hit-and-run: 'She had a heart of gold' https://t.co/NL8LYWtJkK
355,@FoxNews,56,Sat Mar 31 11:53:42 +0000 2018,-0.4939,0.0,0.286,0.714,Man live-tweets riveting story of co-worker's stolen lunch https://t.co/s1IxaNsGWd
356,@FoxNews,57,Sat Mar 31 11:45:33 +0000 2018,0.6369,0.174,0.0,0.826,"Malala returns to Pakistan hometown for first time since being shot in 2012, says it's 'happiest day of my life' https://t.co/WbrdvGxuFP"
357,@FoxNews,58,Sat Mar 31 11:41:33 +0000 2018,0.0,0.0,0.0,1.0,"President @realDonaldTrump delivers Passover, Easter message https://t.co/qw7zkDgvp1"
358,@FoxNews,59,Sat Mar 31 11:38:16 +0000 2018,0.7287,0.277,0.0,0.723,A little girl celebrated finishing up two and a half years of chemotherapy treatment by ringing a special bell crea… https://t.co/BtjHYqnjSH
359,@FoxNews,60,Sat Mar 31 11:32:06 +0000 2018,0.0,0.0,0.0,1.0,Wu-Tang Clan is launching a vodka https://t.co/y1W0QBxklL
360,@FoxNews,61,Sat Mar 31 11:24:51 +0000 2018,0.4404,0.225,0.0,0.775,California homeowner says she won't sell to Trump supporters: report https://t.co/tCpqfWLazC
361,@FoxNews,62,Sat Mar 31 11:21:49 +0000 2018,-0.25,0.0,0.222,0.778,Census citizenship question sparks firestorm of protest https://t.co/ugStcebFWU
362,@FoxNews,63,Sat Mar 31 11:05:42 +0000 2018,0.0,0.0,0.0,1.0,"'Roseanne' revival scores renewal at ABC, report says https://t.co/qClDpNbAeb"
363,@FoxNews,64,Sat Mar 31 10:50:59 +0000 2018,-0.3919,0.095,0.21,0.694,"Jury 'convinced' Noor Salman knew of Pulse nightclub attack, but had 'no option' but to acquit, foreman says https://t.co/TpkwDhyRnw"
364,@FoxNews,65,Sat Mar 31 10:42:17 +0000 2018,-0.7506,0.088,0.335,0.577,.@RealCandaceO: “Hillary lost because she keeps insulting Americans and her solution to that is to keep insulting A… https://t.co/EPtgUEQvlg
365,@FoxNews,66,Sat Mar 31 10:20:53 +0000 2018,0.0,0.0,0.0,1.0,Ronald D. Vitello: “There’s wall under construction right now… We have plans for much more.” https://t.co/NpU7SOkSv4
366,@FoxNews,67,Sat Mar 31 10:14:43 +0000 2018,-0.3818,0.0,0.245,0.755,U.N. Holds Emergency Meeting on Gaza Clashes https://t.co/yAfMAjwqwV https://t.co/yY8WTZbMHF
367,@FoxNews,68,Sat Mar 31 09:45:00 +0000 2018,-0.34,0.0,0.146,0.854,Actor @RealJamesWoods took to Twitter to denounce calls for repealing the Second Amendment. https://t.co/YOlWc6pbip https://t.co/ZO6PwFiRx9
368,@FoxNews,69,Sat Mar 31 09:30:00 +0000 2018,0.0,0.0,0.0,1.0,Blue moon to light up sky ahead of Easter https://t.co/GlO0XSBD3o
369,@FoxNews,70,Sat Mar 31 09:12:00 +0000 2018,0.0,0.0,0.0,1.0,Woman gets 5 years for illegally voting in 2016 presidential election https://t.co/vCnPRIE2b8
370,@FoxNews,71,Sat Mar 31 09:00:02 +0000 2018,0.34,0.167,0.0,0.833,".@LisaMarieBoothe: ""All we've been hearing about is: '@POTUS needs to get tougher on Russia, tougher on Russia.' An… https://t.co/KT3zipKRqp"
371,@FoxNews,72,Sat Mar 31 08:50:00 +0000 2018,0.0772,0.172,0.215,0.613,7-year-old boy with Tourette's makes powerful video to stop teasing from classmates https://t.co/Ic0iDhJyfP
372,@FoxNews,73,Sat Mar 31 08:41:36 +0000 2018,-0.8807,0.0,0.593,0.407,"Six MS-13 members facing murder, conspiracy charges, authorities say
https://t.co/RCjMVyAwUa"
373,@FoxNews,74,Sat Mar 31 08:36:00 +0000 2018,0.0,0.0,0.0,1.0,".@SebGorka: ""This is just common sense finally returning to government."" https://t.co/wsMTIw7emQ"
374,@FoxNews,75,Sat Mar 31 08:22:00 +0000 2018,0.3182,0.148,0.0,0.852,We've reached a point in this country - the sheriffs have - where we can't stand by any longer and allow the contin… https://t.co/nRejB10EvV
375,@FoxNews,76,Sat Mar 31 08:09:00 +0000 2018,0.0,0.0,0.0,1.0,".@newtgingrich: ""Once in a while, Hollywood will make a movie that appeals to middle America that'll do amazingly w… https://t.co/Hk9BpC2ymu"
376,@FoxNews,77,Sat Mar 31 07:58:00 +0000 2018,0.0,0.0,0.0,1.0,.@HillaryClinton campaign app may have harvested Facebook data of millions https://t.co/FXpUWxdHJO
377,@FoxNews,78,Sat Mar 31 07:40:00 +0000 2018,0.0772,0.067,0.0,0.933,".@edhenry on @POTUS' border wall: ""They're gonna build this brick by brick whether the Democrats want the president… https://t.co/YhhciaxkQW"
378,@FoxNews,79,Sat Mar 31 07:36:03 +0000 2018,0.0,0.0,0.0,1.0,"Ex-cop worked with drug dealers, 'seized' cash from their rivals, authorities say
https://t.co/bht9Rcm95U"
379,@FoxNews,80,Sat Mar 31 07:31:00 +0000 2018,0.0,0.0,0.0,1.0,".@DiamondandSilk: ""We marched to the polls and we put on our thinking caps and we voted for @POTUS because we wante… https://t.co/aM5PhUJYBB"
380,@FoxNews,81,Sat Mar 31 07:20:00 +0000 2018,0.7906,0.35,0.0,0.65,.@dennisrodman: I hope Kim Jong Un wears a 'Make America Great Again' hat after meeting #Trump  https://t.co/9uDsuKiYup
381,@FoxNews,82,Sat Mar 31 07:09:00 +0000 2018,0.0,0.0,0.0,1.0,".@cvpayne: ""This week we saw the first Chinese solar company say, 'We're going to open up a plant in America.' How… https://t.co/zWCF378TY8"
382,@FoxNews,83,Sat Mar 31 06:56:00 +0000 2018,0.2732,0.223,0.133,0.644,Sailors assigned to Los Angeles-class attack submarine USS Topeka are greeted by family and friends during a homeco… https://t.co/uqxTF43e9O
383,@FoxNews,84,Sat Mar 31 06:45:17 +0000 2018,-0.9153,0.0,0.615,0.385,"Two teens charged in brutal beating death of New Jersey man
https://t.co/XQz3xit6Uv"
384,@FoxNews,85,Sat Mar 31 06:40:00 +0000 2018,0.0,0.0,0.0,1.0,Woman gets 5 years for illegally voting in 2016 presidential election https://t.co/96eyVkuDNN
385,@FoxNews,86,Sat Mar 31 06:31:42 +0000 2018,-0.8402,0.0,0.474,0.526,"Fire marshal in California resigns after blazes that left 40 people dead
https://t.co/G60lwhF5PD"
386,@FoxNews,87,Sat Mar 31 06:25:00 +0000 2018,-0.7184,0.0,0.261,0.739,".@DiamondandSilk: ""[@HillaryClinton] needs to talk about her dirty deeds - how she paid for that fake dossier to tr… https://t.co/UeYTPJctcG"
387,@FoxNews,88,Sat Mar 31 06:20:00 +0000 2018,-0.7717,0.0,0.358,0.642,"One officer in Alton Sterling shooting fired, and another suspended, police chief says https://t.co/XChtk8zH1l"
388,@FoxNews,89,Sat Mar 31 06:07:00 +0000 2018,0.5106,0.268,0.0,0.732,Appeals court strips angler of $2.8M fishing contest prize https://t.co/1u26KCuZdn
389,@FoxNews,90,Sat Mar 31 06:00:00 +0000 2018,0.6739,0.211,0.0,0.789,"PURE JOY: A wheelchair swing was recently installed in a Fort Smith, Arkansas, park, and this young boy's reaction… https://t.co/9jFmxnvsJ6"
390,@FoxNews,91,Sat Mar 31 05:50:26 +0000 2018,-0.5574,0.0,0.265,0.735,"Horse named after Patriots' Rob Gronkowski to run Kentucky Derby
https://t.co/HRo9DChVpg"
391,@FoxNews,92,Sat Mar 31 05:45:00 +0000 2018,0.0,0.0,0.0,1.0,"Earlier, @FLOTUS visited with children at the Palm Beach Children's Hospital at the St. Mary's Medical Center. https://t.co/6DzMyQuXQQ"
392,@FoxNews,93,Sat Mar 31 05:36:00 +0000 2018,0.4939,0.186,0.0,0.814,"On @OutnumberedFNC, @davidwebbshow praised President @realDonaldTrump's renewed calls for a wall on the nation's so… https://t.co/0e62YEYegh"
393,@FoxNews,94,Sat Mar 31 05:30:00 +0000 2018,0.1027,0.138,0.117,0.745,.@kayleighmcenany Clashes With Dem Strategist: 'Breathtaking' That You Give Trump No Credit on N. Korea https://t.co/jFcFum5VkF
394,@FoxNews,95,Sat Mar 31 05:17:00 +0000 2018,-0.296,0.0,0.196,0.804,.@HillaryClinton: No one tells a man to go away. https://t.co/VGn9BcoKnF https://t.co/jzkoddIsMn
395,@FoxNews,96,Sat Mar 31 05:10:00 +0000 2018,0.9349,0.603,0.0,0.397,"""Happy Passover, Happy Easter...and God Bless America""
On Good Friday, President @realDonaldTrump wished Americans… https://t.co/fMcCbfhiTR"
396,@FoxNews,97,Sat Mar 31 04:58:00 +0000 2018,0.4939,0.225,0.0,0.775,"On @foxandfriends, @cvpayne praised President @realDonaldTrump's handling of the economy. https://t.co/8wTbxSgy9z https://t.co/5IN1CW3rJl"
397,@FoxNews,98,Sat Mar 31 04:43:00 +0000 2018,0.1779,0.237,0.187,0.576,Pilot kisses ground after emergency landing in Florida https://t.co/YvYHKYRUio https://t.co/XIy4Oe0R6j
